spine,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33,StnX,StnY,X0,Y0,X,Y,
0,0.462414086,0.650032818,-1.471641779,0.999731302,0.50648576,0.557546914,-1.390173674,0.999661505,0.53121984,0.556555212,-1.390815616,0.999610722,0.553367257,0.556783438,-1.390973806,0.999604285,0.415606678,0.56358397,-1.381940603,0.9996382,0.387490064,0.566658437,-1.381165981,0.999613345,0.369093508,0.569863021,-1.381591558,0.999644756,0.594616413,0.598068893,-0.84082067,0.999585509,0.3423841,0.612834632,-0.786138713,0.999683678,0.516757429,0.74263978,-1.267648101,0.999787927,0.412515074,0.745952725,-1.253474474,0.999784827,0.750071347,0.997914016,-0.496499002,0.985594869,0.236114189,1.00586009,-0.356770605,0.986713052,0.874888241,1.478574038,-0.42945236,0.09312924,0.126632974,1.488216162,-0.007410394,0.16598244,0.859419525,1.801093817,-0.778691113,0.027592851,0.133830369,1.759067416,-0.411193281,0.04885105,0.880114436,1.925285101,-0.9111678,0.043522459,0.118938401,1.878080368,-0.531032443,0.076290943,0.835431457,1.893236756,-0.997072577,0.06569016,0.155336112,1.838981032,-0.654159427,0.118114553,0.813841462,1.84743607,-0.836592495,0.065590367,0.172331333,1.795568705,-0.47992301,0.118298672,0.663134754,1.977600932,-0.155934185,0.000520391,0.309187204,1.997966886,0.162608862,0.00037555,0.665394545,2.739127874,-0.386817902,0.001070207,0.342497766,2.742616415,-0.017854456,0.000529795,0.664785147,3.440566063,0.316079021,0.000166057,0.346235454,3.435290575,0.40913111,3.95E-05,0.67853272,3.554498911,0.329244047,8.10E-05,0.341531664,3.548750162,0.422964334,0.000115793,0.605656981,3.644415379,-0.544385195,0.000134341,0.382908791,3.639893532,-0.476993501,0.000332286,7,-17,7,-23,0,-6,
0,0.446717501,0.65745157,-1.414976358,0.999505401,0.49131608,0.565846503,-1.345453143,0.999376297,0.520788193,0.56435746,-1.345962882,0.999330342,0.542087078,0.564685583,-1.346254587,0.99930197,0.400090992,0.574475944,-1.328665972,0.999325752,0.375069678,0.577975631,-1.327637196,0.999303818,0.357126564,0.582623482,-1.328026891,0.999331951,0.588479996,0.607095897,-0.826990306,0.999323249,0.335348189,0.629042208,-0.721840382,0.999437809,0.511033595,0.751321912,-1.219918966,0.999644697,0.400629669,0.7593804,-1.190475821,0.999611676,0.76949811,0.986584663,-0.515790105,0.984095693,0.238469765,0.999716461,-0.331315577,0.983852386,0.888480544,1.47279489,-0.478417099,0.082674704,0.151194647,1.511197209,-0.020215284,0.15131253,0.852521777,1.795474768,-0.911676049,0.023346324,0.163132578,1.803398967,-0.46761179,0.042045262,0.868970037,1.917930722,-1.073507547,0.03733062,0.145342037,1.923891306,-0.611494124,0.064748742,0.821918786,1.889394045,-1.159716487,0.057136949,0.18116352,1.89078176,-0.750865638,0.102214515,0.802991986,1.841453791,-0.973408103,0.05614756,0.199931443,1.844125032,-0.545828402,0.101798207,0.683105528,1.954970002,-0.156176731,0.000394502,0.331629157,1.957084537,0.162834346,0.000309066,0.685777605,2.737882376,-0.315495938,0.00126464,0.366960347,2.747548342,0.173852533,0.000612886,0.681907296,3.454068661,0.433448613,0.000149961,0.37362504,3.454303265,0.695186853,3.51E-05,0.69716537,3.567013264,0.454392821,7.67E-05,0.371960938,3.563620806,0.720265031,0.000111207,0.61584568,3.659966946,-0.408801228,0.000103432,0.402865231,3.670460224,-0.169836476,0.000270993,7,-17,7,-23,0,-6,
0,0.441801131,0.66591233,-1.366769195,0.999484062,0.487404019,0.570502162,-1.293290019,0.999322951,0.5174402,0.568531752,-1.293919802,0.999271035,0.538586497,0.568385184,-1.294239759,0.999259472,0.397140533,0.577674985,-1.275592446,0.999256611,0.37332505,0.580201149,-1.274744272,0.999213994,0.3547616,0.583756626,-1.275191188,0.999242842,0.584314227,0.607326865,-0.765960038,0.999257863,0.334359765,0.624424279,-0.656396627,0.999302387,0.505380988,0.757094324,-1.164422274,0.999642313,0.397134602,0.763387263,-1.136978984,0.999591708,0.746984303,0.985838294,-0.476652324,0.987610042,0.238801092,0.977876127,-0.245176867,0.987930357,0.856159091,1.471609116,-0.432379246,0.11101494,0.116988398,1.448240995,-0.094940856,0.188093841,0.832202077,1.810971379,-0.821125805,0.025183788,0.09398476,1.73923099,-0.779106557,0.048921652,0.850865006,1.937307358,-0.967427731,0.03801015,0.067505628,1.859744787,-0.931849658,0.070967339,0.809156239,1.912092328,-1.053806424,0.058489043,0.100185826,1.832891703,-1.069972754,0.111851372,0.788468719,1.865467429,-0.879392982,0.057946257,0.122033238,1.793101192,-0.860894501,0.111523278,0.659887493,1.943325043,-0.178913727,0.000499707,0.319191396,1.940518856,0.185053423,0.000385755,0.671117425,2.713657141,-0.373354971,0.001320058,0.359022498,2.72358036,0.090438165,0.00065818,0.679479361,3.430908918,0.290055931,0.000251772,0.373886347,3.42651844,0.504334092,5.02E-05,0.697657287,3.545910597,0.300444484,0.000124365,0.372542024,3.534149408,0.518305004,0.000177898,0.613155544,3.627226353,-0.549064994,0.000134583,0.399377048,3.641154289,-0.360639542,0.000316268,7,-17,7,-23,0,-6,
0,0.428781688,0.66762656,-1.439141631,0.999473035,0.474488437,0.573587477,-1.362301469,0.999305487,0.505586028,0.572055578,-1.36297667,0.999239266,0.528484166,0.57231456,-1.363253474,0.999218822,0.385787159,0.579097629,-1.343269587,0.999260426,0.362856418,0.581104815,-1.342542171,0.999211609,0.344279885,0.584405541,-1.342915535,0.99923414,0.574345827,0.609206438,-0.819708824,0.999200284,0.330413133,0.622249603,-0.713156462,0.999252975,0.491371065,0.761415184,-1.235209346,0.999581814,0.38689217,0.763062179,-1.20542562,0.999549091,0.734137475,0.990165114,-0.529729903,0.985141039,0.239784509,0.983569264,-0.281169355,0.986514807,0.848414779,1.493120432,-0.541717887,0.110407092,0.147239268,1.5034374,-0.103305183,0.165927723,0.827290654,1.819981456,-0.987050653,0.024648122,0.140435964,1.759031177,-0.755353212,0.040848907,0.847122967,1.941062808,-1.153125882,0.037290316,0.122902833,1.868898869,-0.908159733,0.062613636,0.808149219,1.914287925,-1.229321599,0.057206042,0.146719575,1.834522009,-1.050639868,0.099153608,0.787727416,1.865872145,-1.043095946,0.056370545,0.164256006,1.791575074,-0.838408172,0.098423459,0.66183424,1.978675604,-0.191248417,0.000640799,0.327745527,1.982949138,0.197302073,0.000504,0.673647165,2.745201111,-0.357902497,0.001984196,0.37079075,2.754597902,0.172400385,0.000911033,0.689465642,3.460433483,0.369424731,0.000262457,0.396204203,3.459208488,0.67922169,6.72E-05,0.708847761,3.578181744,0.387130946,0.000118821,0.398251951,3.572170496,0.703690171,0.000212331,0.631840348,3.655452728,-0.464929342,0.000170229,0.419796169,3.664723635,-0.167931423,0.000420894,7,-17,8,-24,1,-7,
0,0.441043198,0.664905787,-1.368782759,0.999684036,0.485123545,0.573315978,-1.29164052,0.999542654,0.514263451,0.571904361,-1.292165279,0.999490917,0.535803676,0.571971536,-1.292410612,0.999481022,0.396407247,0.579571962,-1.279338241,0.99952203,0.372893363,0.581658542,-1.278471112,0.999495089,0.355774224,0.584521413,-1.278893232,0.999519289,0.583723426,0.609802902,-0.763549805,0.999427855,0.339470059,0.624559581,-0.686465085,0.999530077,0.504548311,0.757162094,-1.173093915,0.999751627,0.39920181,0.762016535,-1.152228951,0.999729931,0.749142587,0.987377048,-0.445350468,0.989897847,0.244839817,0.987471581,-0.298725724,0.992737353,0.856458664,1.477483749,-0.382491857,0.11166206,0.140962198,1.473401785,-0.045997288,0.216360629,0.830515206,1.799542069,-0.781152427,0.021209206,0.152332604,1.773397446,-0.481408417,0.050146647,0.847996593,1.920549154,-0.928297997,0.032013919,0.132447675,1.891621709,-0.613776326,0.072737925,0.804863572,1.893900633,-1.009998918,0.050195225,0.169897765,1.862956524,-0.743833005,0.11470525,0.786288142,1.847570539,-0.839321017,0.05083641,0.188787147,1.819829583,-0.554648519,0.114733197,0.660952091,1.941534638,-0.155945331,0.000496559,0.320784271,1.938932776,0.162144989,0.000403981,0.664914787,2.707189322,-0.3315157,0.000853195,0.357070148,2.714835167,0.063103877,0.0003926,0.66643393,3.410623074,0.372812539,0.000168804,0.364409894,3.411519527,0.509575009,2.88E-05,0.681887388,3.521297932,0.389350474,8.36E-05,0.36133036,3.520190716,0.526423752,0.000103043,0.602889538,3.609309435,-0.452023447,9.80E-05,0.389501005,3.616890669,-0.353076488,0.000190107,7,-17,7,-23,0,-6,
0,0.441197157,0.663559377,-1.330707073,0.999638915,0.485443294,0.572624981,-1.257660508,0.999486208,0.514533758,0.571231306,-1.258174181,0.999427974,0.53600055,0.571263731,-1.258439064,0.99941349,0.396616042,0.578762412,-1.242505312,0.999464214,0.373098999,0.58080405,-1.241686821,0.999440253,0.355958432,0.583599031,-1.242099643,0.999472797,0.583925247,0.609508514,-0.754917979,0.999354005,0.339680463,0.623999894,-0.667030692,0.999491572,0.504643083,0.75625509,-1.143439293,0.999720216,0.3992199,0.760876775,-1.11838758,0.99970305,0.749580503,0.985805929,-0.4439753,0.988911867,0.244995549,0.987683475,-0.290215015,0.992414892,0.863540769,1.468656898,-0.406617552,0.099453986,0.147334367,1.481404543,-0.011959405,0.205383107,0.834720612,1.774929762,-0.837820172,0.019429946,0.15566799,1.77307713,-0.503584027,0.045836195,0.852064967,1.890000463,-0.987964034,0.029621903,0.13654381,1.890259385,-0.652109981,0.066301897,0.807892442,1.861875653,-1.068402171,0.04654675,0.172787696,1.861427784,-0.773027539,0.105612762,0.789218128,1.816251874,-0.896198452,0.04677625,0.191343054,1.817386866,-0.575748622,0.105086185,0.662463665,1.943424106,-0.155952856,0.0004662,0.323113203,1.94194603,0.162173495,0.000381577,0.666233003,2.707141876,-0.358130217,0.000842268,0.357618153,2.712909222,0.051426567,0.000388518,0.669826686,3.410965443,0.308774292,0.000163051,0.367510021,3.410318613,0.450670421,2.73E-05,0.685615659,3.522776604,0.323252738,8.28E-05,0.364767104,3.51940608,0.462750345,9.96E-05,0.607938588,3.608788013,-0.508622527,9.77E-05,0.39842689,3.616270304,-0.398325056,0.000189592,7,-17,7,-23,0,-6,
0,0.441258579,0.663800418,-1.352199316,0.999541581,0.48554644,0.572937012,-1.27960062,0.99936223,0.514629543,0.571454346,-1.280080557,0.999287903,0.536061704,0.571365237,-1.280364156,0.999277472,0.396762967,0.579011083,-1.265533686,0.999334097,0.37329638,0.58088392,-1.264753819,0.999298632,0.356146753,0.583494723,-1.265161514,0.999346137,0.583750248,0.609179556,-0.770701587,0.999205947,0.340174794,0.623358309,-0.690008759,0.999367535,0.504557431,0.756426156,-1.161025286,0.999650419,0.399256647,0.76087153,-1.138115406,0.999636114,0.748798966,0.98494333,-0.439602613,0.987561762,0.246198103,0.987818003,-0.296172917,0.99126786,0.861215472,1.466810107,-0.35461998,0.095197015,0.148903728,1.482411861,-0.021935653,0.192885339,0.835993111,1.769123793,-0.722882628,0.018545505,0.156021804,1.763735056,-0.49243775,0.04198302,0.853932559,1.881063581,-0.86002177,0.028713705,0.138321921,1.874848723,-0.630506158,0.061162479,0.812760353,1.853287101,-0.944355607,0.045022804,0.171491683,1.845319271,-0.757546782,0.09776026,0.793265164,1.809438705,-0.780817389,0.044773884,0.18938376,1.803447604,-0.566089511,0.096560135,0.661622524,1.946335196,-0.144916028,0.000490442,0.323759794,1.943696141,0.151054814,0.000391582,0.66529882,2.708376646,-0.369326144,0.000991346,0.35799557,2.712761402,-0.018653428,0.000458761,0.670694709,3.412679434,0.276663721,0.000171339,0.367900312,3.412270308,0.362198204,3.12E-05,0.686511159,3.524774075,0.288568735,8.66E-05,0.365182221,3.52204299,0.372185528,0.000106737,0.609758496,3.610369444,-0.543897927,0.000107154,0.39909184,3.618175507,-0.496044338,0.000211362,7,-17,7,-23,0,-6,
0,0.440899283,0.664516211,-1.342891455,0.999516666,0.485435635,0.573647797,-1.268199205,0.999334633,0.514517188,0.571965516,-1.268734932,0.999273479,0.53575182,0.571740389,-1.269030333,0.99926132,0.396549702,0.579833329,-1.256331444,0.999293029,0.373105764,0.581637263,-1.25550282,0.99925226,0.355522901,0.584249914,-1.255904913,0.999289751,0.582344711,0.609095037,-0.75354594,0.999209523,0.339389265,0.623434961,-0.673446536,0.999319494,0.503491282,0.757116556,-1.146897554,0.999626994,0.398746312,0.761450768,-1.126300216,0.999603271,0.748090148,0.987272799,-0.430814564,0.987628281,0.246965259,0.990605533,-0.275676906,0.99018532,0.856641412,1.465360045,-0.375586689,0.095265441,0.154603183,1.479345679,-0.029469484,0.177961335,0.836932361,1.747508526,-0.774758577,0.018673575,0.159142643,1.73611021,-0.539157271,0.037391819,0.857312083,1.851249456,-0.916138053,0.028873241,0.14374733,1.842849016,-0.692915738,0.055277988,0.818191886,1.819021225,-1.005976439,0.045213353,0.174104452,1.810325027,-0.808834553,0.088444628,0.798326373,1.77832377,-0.835811019,0.044812836,0.190851435,1.768684864,-0.61186707,0.087502204,0.662388444,1.945261359,-0.137094468,0.000501455,0.325198799,1.944059134,0.143495351,0.00039663,0.668796599,2.704731226,-0.360030353,0.000998853,0.362855881,2.709492445,-0.125907302,0.000469563,0.676478744,3.40937829,0.259475529,0.000157178,0.370979905,3.41146493,0.239221051,3.16E-05,0.692508519,3.5206182,0.270175874,8.13E-05,0.368328929,3.522010803,0.247004271,0.000104805,0.61533922,3.608286858,-0.560836077,0.000101935,0.401211023,3.616853237,-0.627796113,0.000210989,7,-17,7,-23,0,-6,
0,0.439635575,0.664019465,-1.330373049,0.999584556,0.483511209,0.573784649,-1.255375624,0.999428093,0.513020873,0.572134078,-1.255953312,0.999385715,0.534373283,0.57194984,-1.256217003,0.999370694,0.394845247,0.579594254,-1.240388632,0.99938494,0.371866405,0.581364095,-1.239370346,0.99935174,0.353672117,0.583869576,-1.239763021,0.999374449,0.57999146,0.608927608,-0.726088762,0.999335587,0.336628258,0.623122215,-0.634020388,0.999406457,0.501807213,0.756354332,-1.132250428,0.999671221,0.397519678,0.760056555,-1.1074301,0.999644637,0.745873392,0.99057287,-0.417478859,0.988706529,0.243420437,0.994351625,-0.24350366,0.990484953,0.855761707,1.468467116,-0.431007624,0.093582921,0.155506968,1.49225843,-0.046250634,0.167837501,0.846544266,1.740474582,-0.90342176,0.018327959,0.168124169,1.773858905,-0.613321722,0.033398241,0.871141911,1.847130895,-1.062172651,0.027853414,0.152957648,1.894440055,-0.76472497,0.050004978,0.8309201,1.816249013,-1.149873972,0.043870877,0.186390251,1.863224149,-0.883602619,0.08032839,0.810955703,1.773887634,-0.966179252,0.043826159,0.202415392,1.816214681,-0.686339021,0.080038525,0.660981834,1.946521044,-0.141855985,0.000474304,0.319151938,1.946303606,0.148913249,0.000382737,0.669554591,2.706255674,-0.342434227,0.000851849,0.358651757,2.710413456,-0.027659003,0.000413249,0.676025569,3.4080019,0.311101496,0.000128131,0.364220053,3.411239386,0.36373508,2.73E-05,0.691932559,3.51873064,0.323147863,6.81E-05,0.359929413,3.52335,0.373989046,9.05E-05,0.611568332,3.609883785,-0.524246335,8.64E-05,0.397972822,3.615918398,-0.510781646,0.000186795,7,-17,7,-23,0,-6,
0,0.442345053,0.638943017,-1.000841379,0.999728799,0.480985463,0.557164431,-0.922583282,0.999591827,0.506784022,0.555352509,-0.922520459,0.999571025,0.52676183,0.554017127,-0.922123611,0.999577284,0.405176401,0.560245752,-0.900323033,0.9995718,0.381495178,0.561462522,-0.899011493,0.999525905,0.359769404,0.564250529,-0.899022102,0.999546528,0.562381506,0.582552969,-0.428892195,0.999588251,0.338201702,0.604554832,-0.305625856,0.999633312,0.491068661,0.725568593,-0.823330224,0.999695539,0.398759782,0.726049006,-0.791142702,0.999663949,0.696358263,0.943310857,-0.244656324,0.99484092,0.23234272,0.957711756,-0.098026119,0.992997169,0.831612706,1.367369533,-1.045609236,0.517541289,0.039470993,1.368610978,-0.90511024,0.53055352,0.702164054,0.795451164,-1.624261498,0.579427123,0.1705347,0.829798162,-1.829593062,0.490641981,0.68586129,0.628531218,-1.751271605,0.580397785,0.201671556,0.703078151,-2.017910242,0.485022366,0.687169671,0.607398331,-1.574245691,0.598448336,0.213390067,0.682405531,-1.881068468,0.52022016,0.677794278,0.656678498,-1.577799082,0.584602416,0.21577844,0.726443172,-1.822035074,0.508357167,0.613039017,1.949354887,-0.122960463,0.00189195,0.265835583,1.953752041,0.130249858,0.001451885,0.618408561,2.78916049,-0.389148295,0.003115138,0.320529044,2.799494505,-0.109675571,0.001761715,0.670629203,3.551329851,0.105512902,0.00015629,0.359662473,3.556492329,0.054002274,4.17E-05,0.687577128,3.652671576,0.109301247,9.29E-05,0.353379637,3.658888817,0.048487268,9.73E-05,0.634519517,3.768261194,-0.676311672,0.000172494,0.403567404,3.779499054,-0.754803836,0.000273363,7,-17,7,-23,0,-6,
